fuel category,year,quarter,total fuel (mmbtu),generation (mwh),elec fuel (mmbtu),elec fuel fossil co2 (kg),adjusted co2 (kg),adjusted index (g/kwh),adjusted index (lb/mwh),year_quarter
Nuclear,2015,3,0.0,210303900.0,0.0,0.0,0.0,0.0,0.0,2015 Q3
Nuclear,2015,4,0.0,190468526.0,0.0,0.0,0.0,0.0,0.0,2015 Q4
Nuclear,2016,1,0.0,204311810.0,0.0,0.0,0.0,0.0,0.0,2016 Q1
Nuclear,2016,2,0.0,196483662.0,0.0,0.0,0.0,0.0,0.0,2016 Q2
Nuclear,2016,3,0.0,207323928.0,0.0,0.0,0.0,0.0,0.0,2016 Q3
Nuclear,2016,4,0.0,197574548.0,0.0,0.0,0.0,0.0,0.0,2016 Q4
Nuclear,2017,1,0.0,201774183.0,0.0,0.0,0.0,0.0,0.0,2017 Q1
Nuclear,2017,2,0.0,185066887.0,0.0,0.0,0.0,0.0,0.0,2017 Q2
Nuclear,2017,3,0.0,211796355.0,0.0,0.0,0.0,0.0,0.0,2017 Q3
Nuclear,2017,4,0.0,206312210.0,0.0,0.0,0.0,0.0,0.0,2017 Q4
Nuclear,2018,1,0.0,206471726.0,0.0,0.0,0.0,0.0,0.0,2018 Q1
Nuclear,2018,2,0.0,196094805.0,0.0,0.0,0.0,0.0,0.0,2018 Q2
Other,2001,1,471658000.0,43066232.019999996,437049000.0,33431827889.199997,33938936226.628296,788.0637482022347,1737.3653392866468,2001 Q1
Other,2001,2,385608000.0,36013761.92,358943000.0,27270442728.05,27698490642.814133,769.1085064743531,1695.576613373359,2001 Q2
Other,2001,3,373694000.0,35557502.04,348278000.0,26451785567.375,26756886691.884186,752.4962428964874,1658.9532170895961,2001 Q3
Other,2001,4,227301000.0,22241857.049999997,200777000.0,15309267487.675,15405809461.033794,692.649423400273,1527.014918828242,2001 Q4
Other,2002,1,241884000.0,24099867.46,219435000.0,16033033328.699997,16390687067.077126,680.1152369108144,1499.3820512935815,2002 Q1
Other,2002,2,274061000.0,27729878.68,252940000.0,18571582969.125,19014461550.22061,685.7030198236919,1511.7008775033112,2002 Q2
Other,2002,3,318286000.0,32142355.189999998,297216000.0,21546225200.574997,22019506157.775543,685.0620008276857,1510.287687024716,2002 Q3
Other,2002,4,267524000.0,26579991.27,241029000.0,17424837413.5,17801476570.76615,669.7322203735303,1476.491653035485,2002 Q4
Other,2003,1,384872000.0,37951402.72,356923000.0,26832327789.475,27373931897.455612,721.2890680066967,1590.1538793275636,2003 Q1
Other,2003,2,318880000.0,32736157.25,292836000.0,22159365399.449997,22501326571.213825,687.3539370969946,1515.3404897240343,2003 Q2
Other,2003,3,379187000.0,39049198.54,352896000.0,26952416611.7,27369478262.738075,700.8973112393634,1545.1982123583007,2003 Q3
Other,2003,4,288549000.0,30704206.18,262190000.0,20208262914.0,20527709893.687263,668.5634461072156,1473.9149732879675,2003 Q4
Other,2004,1,399326150.0,39414136.650000006,354684140.0,26639897400.129013,27132685583.77389,688.3998455862127,1517.6462995793645,2004 Q1
Other,2004,2,345047330.0,35593739.06,312099890.0,23264742912.510742,23542178629.17111,661.4134746980726,1458.152146319371,2004 Q2
Other,2004,3,363983410.0,37093509.05,331392590.0,24846000451.849773,25090766990.3843,676.4193421701715,1491.23408174836,2004 Q3
Other,2004,4,293023470.0,30003806.919999998,249052730.0,18616554967.333004,18814634439.41056,627.074907180164,1382.4493403693896,2004 Q4
Other,2005,1,324124390.0,32764520.02,284177860.0,21526558908.385246,21798125166.09487,665.2966426118539,1466.7129783020932,2005 Q1
Other,2005,2,283667260.0,29769604.65,253197040.0,19106089238.56375,19260303977.455345,646.9788297123168,1426.3295279837737,2005 Q2
Other,2005,3,454485250.0,44808922.260000005,416861100.0,31418364570.111984,31671381789.89878,706.8097198617777,1558.2327084072751,2005 Q3
Other,2005,4,351674990.0,34383342.39,311803300.0,23663741020.136524,23816995674.426918,692.6899486465812,1527.104260786253,2005 Q4
Other,2006,1,191833230.0,20323396.17,154632610.0,11472529283.827,11620064814.385937,571.7580229793816,1260.4977374603448,2006 Q1
Other,2006,2,180743180.0,20317851.86,152574640.0,11183543578.334,11265752118.398937,554.4755516491367,1222.3968011656868,2006 Q2
Other,2006,3,238301040.0,24994275.669999994,210275520.0,15571901600.760496,15731365517.79454,629.398736154475,1387.5724537261558,2006 Q3
Other,2006,4,180971770.0,19042788.320000004,149060300.0,10987824076.71775,11082208156.675224,581.9635218565104,1282.9967802848628,2006 Q4
Other,2007,1,250476290.0,25143191.740000002,210247820.0,15411674820.55,15520590422.285192,617.2879952068166,1360.873114232948,2007 Q1
Other,2007,2,192703440.0,20797345.490000002,162794430.0,11741814199.65,11888224800.311272,571.6222200582038,1260.198346340316,2007 Q2
Other,2007,3,209374820.0,22089586.410000004,183207040.0,13271542655.974998,13396448385.992493,606.4599009390186,1337.0014976101604,2007 Q3
Other,2007,4,149659940.0,16421736.650000002,125164430.0,8925879840.300001,9002630381.211039,548.214270700233,1208.5931811857338,2007 Q4
Other,2008,1,139116130.0,15518638.939999998,118278200.0,8514222099.249999,8561867690.557991,551.7151164906213,1216.3111458152239,2008 Q1
Other,2008,2,140793610.0,16963858.560000002,124101730.0,8897360390.575,8998509359.622698,530.4518030373566,1169.4340449761564,2008 Q2
Other,2008,3,144187790.0,16408818.910000004,128316340.0,9188333902.175,9300547836.461231,566.8017843010755,1249.571213670151,2008 Q3
Other,2008,4,132830590.0,14501458.930000002,113650170.0,8498248972.899999,8555642729.726023,589.9849643422065,1300.6808523888285,2008 Q4
Other,2009,1,156472600.0,16751724.349999998,132905830.0,9923633344.05,9985135933.321646,596.0661556206688,1314.0874466813266,2009 Q1
Other,2009,2,114764660.0,13869058.759999998,95561800.0,7116016232.775,7181415130.333107,517.8011900162364,1141.5445035097948,2009 Q2
Other,2009,3,119748790.0,14475824.66,101706380.0,7276035755.199999,7366314813.683162,508.8701325623242,1121.8550942469,2009 Q3
Other,2009,4,90394380.0,11737504.629999999,72320260.0,4856558107.949999,4897902357.484079,417.2865112202371,919.9498426361348,2009 Q4
Other,2010,1,112383170.0,13618668.48,95816750.0,6941185574.174999,6981350480.55475,512.6309147481905,1130.1461146538609,2010 Q1
Other,2010,2,107968280.0,14055546.12,94515410.0,6635228022.525,6737108500.768841,479.32029415651346,1056.7095204974496,2010 Q2
Other,2010,3,126623550.0,15499405.309999997,112679770.0,8087658871.450001,8201900267.315474,529.175158870368,1166.6195552456134,2010 Q3
Other,2010,4,96854730.0,12354532.55,80271300.0,5644758053.5,5741443520.6149845,464.7236548512703,1024.5297694851106,2010 Q4
Other,2011,1,103736680.0,13124141.709999999,88429840.0,6911118016.475,7021785744.14747,535.0281869325739,1179.5231409115524,2011 Q1
Other,2011,2,88134710.0,12301932.08,74834580.0,5595905173.674999,5674698217.630178,461.2851201524581,1016.9491758881092,2011 Q2
Other,2011,3,95163940.0,12946030.36,82422460.0,6065150624.275,6174049250.793969,476.9067489498742,1051.3886187348928,2011 Q3
Other,2011,4,74167610.0,10943837.24,60788030.0,4132212025.2749996,4200814063.615675,383.8520229688353,846.2401698370943,2011 Q4
Other,2012,1,77217540.0,11530150.64,61000980.0,3880682880.674999,3950405636.2429404,342.61526666775103,755.3296168957239,2012 Q1
Other,2012,2,67696450.0,10623061.91,55900510.0,3292862277.1249995,3362377394.171303,316.5167842057039,697.7929024598949,2012 Q2
Other,2012,3,79405020.0,11245098.07,65179090.0,4179713153.625,4258836430.3921843,378.7282604278954,834.9443229393382,2012 Q3
Other,2012,4,72138230.0,10454570.930000002,57674000.0,3632509479.95,3685522120.4436283,352.52734379254224,777.1817821250387,2012 Q4
Other,2013,1,85579950.0,11936433.83,69262240.0,4452024696.924999,4522205752.899262,378.8573553294906,835.228925559395,2013 Q1
Other,2013,2,82332580.0,12060102.41,67860360.0,4494117712.2,4579663832.864988,379.73672836041766,837.1675913433768,2013 Q2
Other,2013,3,91086270.0,13174678.990000002,75942490.0,5118789459.4,5228769895.9365835,396.8802503579317,874.9621999390962,2013 Q3
Other,2013,4,79718170.0,11693010.43,64141510.0,4049933690.2250004,4122419549.787554,352.5541668218245,777.2409161753943,2013 Q4
Other,2014,1,151191460.0,17581114.189999998,134951050.0,9825998129.375,9907763548.323112,563.5458277131589,1242.3931317764302,2014 Q1
Other,2014,2,71985550.0,10195543.04,58892400.0,3899784617.6499996,3975030425.556198,389.8792256538989,859.5277408765855,2014 Q2
Other,2014,3,75564280.0,11004315.16,62600270.0,3990048767.4750004,4082024334.3694882,370.94760328270064,817.7910861970419,2014 Q3
Other,2014,4,68099900.0,10683955.49,55842580.0,3354681544.8999996,3409975675.875616,319.16790359781027,703.6375602717326,2014 Q4
Other,2015,1,128346720.0,16155640.320000002,112403490.0,7989442290.775,7975738901.559723,493.68138579354815,1088.3699831204563,2015 Q1
Other,2015,2,68244090.0,11205159.840000002,55705810.0,3427108268.2,3511582411.771921,313.3897652433596,690.8990764555106,2015 Q2
Other,2015,3,76805920.0,12202056.57,65437550.0,4244551706.625,4361129792.292832,357.40940613364427,787.9447767622322,2015 Q3
Other,2015,4,64435880.0,10715453.65,52699970.0,3314607690.5,3399722150.8971004,317.27281568681883,699.4596494631609,2015 Q4
Other,2016,1,78178690.0,12014944.080000002,66140280.0,4721790072.375,4824543263.049088,401.54521160693463,885.2465735086481,2016 Q1
Other,2016,2,70871950.0,11217089.069999998,59663810.0,4272353605.7999997,4382130588.990262,390.66557835492546,861.2613340412687,2016 Q2
Other,2016,3,80723730.0,10983016.57,69775660.0,5065945869.375,5189731335.398378,472.5233092676995,1041.7248876115705,2016 Q3
Other,2016,4,67585180.0,9864296.1,56153120.0,3891951677.475,3988288109.0129576,404.3155303309435,891.354018167598,2016 Q4
Other,2017,1,63591910.0,10486886.26,54941090.0,4721178985.875,4557008671.193922,434.5435392558479,957.9946866434424,2017 Q1
Other,2017,2,60531730.0,10189620.94,51645600.0,4289937333.0,4116516642.90208,403.9911462007811,890.638880914242,2017 Q2
Other,2017,3,61807560.0,10195268.75,53527770.0,4530435210.125,4288805247.8999596,420.6662279402845,927.4007661171513,2017 Q3
Other,2017,4,67316620.0,10483252.649999999,57678470.0,4728689417.975,4518378156.832335,431.0091827112777,950.2028442052828,2017 Q4
Other,2018,1,95286520.0,13620263.440000001,85928550.0,7028697360.9,6852878248.295048,503.13845091788085,1109.21902889356,2018 Q1
Other,2018,2,56983980.0,9690686.440000001,49144890.0,3866860939.4,3748459998.5133257,386.8105754656246,852.762594671516,2018 Q2
Other Renewables,2001,1,0.0,15727313.02,0.0,0.0,0.0,0.0,0.0,2001 Q1
Other Renewables,2001,2,0.0,15328917.119999997,0.0,0.0,0.0,0.0,0.0,2001 Q2
Other Renewables,2001,3,0.0,16362885.99,0.0,0.0,0.0,0.0,0.0,2001 Q3
Other Renewables,2001,4,0.0,16069441.989999998,0.0,0.0,0.0,0.0,0.0,2001 Q4
Other Renewables,2002,1,0.0,16296085.55,0.0,0.0,0.0,0.0,0.0,2002 Q1
Other Renewables,2002,2,0.0,16940808.34,0.0,0.0,0.0,0.0,0.0,2002 Q2
Other Renewables,2002,3,0.0,17866361.810000002,0.0,0.0,0.0,0.0,0.0,2002 Q3
Other Renewables,2002,4,0.0,17096804.75,0.0,0.0,0.0,0.0,0.0,2002 Q4
Other Renewables,2003,1,0.0,16685896.3,0.0,0.0,0.0,0.0,0.0,2003 Q1
Other Renewables,2003,2,0.0,16459269.780000001,0.0,0.0,0.0,0.0,0.0,2003 Q2
Other Renewables,2003,3,0.0,17491963.47,0.0,0.0,0.0,0.0,0.0,2003 Q3
Other Renewables,2003,4,0.0,17128209.83,0.0,0.0,0.0,0.0,0.0,2003 Q4
Other Renewables,2004,1,0.0,16988864.03,0.0,0.0,0.0,0.0,0.0,2004 Q1
Other Renewables,2004,2,0.0,16712501.810000002,0.0,0.0,0.0,0.0,0.0,2004 Q2
Other Renewables,2004,3,0.0,17469973.74,0.0,0.0,0.0,0.0,0.0,2004 Q3
Other Renewables,2004,4,0.0,17177088.009999998,0.0,0.0,0.0,0.0,0.0,2004 Q4
Other Renewables,2005,1,0.0,16875182.270000003,0.0,0.0,0.0,0.0,0.0,2005 Q1
Other Renewables,2005,2,0.0,16912075.48,0.0,0.0,0.0,0.0,0.0,2005 Q2
Other Renewables,2005,3,0.0,17858043.509999998,0.0,0.0,0.0,0.0,0.0,2005 Q3
Other Renewables,2005,4,0.0,17323253.619999997,0.0,0.0,0.0,0.0,0.0,2005 Q4
Other Renewables,2006,1,0.0,17278959.830000002,0.0,0.0,0.0,0.0,0.0,2006 Q1
Other Renewables,2006,2,0.0,16503346.799999997,0.0,0.0,0.0,0.0,0.0,2006 Q2
Other Renewables,2006,3,0.0,18047747.18,0.0,0.0,0.0,0.0,0.0,2006 Q3
Other Renewables,2006,4,0.0,17598596.06,0.0,0.0,0.0,0.0,0.0,2006 Q4
Other Renewables,2007,1,0.0,17223162.77,0.0,0.0,0.0,0.0,0.0,2007 Q1
Other Renewables,2007,2,0.0,16895344.14,0.0,0.0,0.0,0.0,0.0,2007 Q2
Other Renewables,2007,3,0.0,18154918.51,0.0,0.0,0.0,0.0,0.0,2007 Q3
Other Renewables,2007,4,0.0,17902365.979999997,0.0,0.0,0.0,0.0,0.0,2007 Q4
Other Renewables,2008,1,0.0,17260923.240000002,0.0,0.0,0.0,0.0,0.0,2008 Q1
Other Renewables,2008,2,0.0,17188676.049999997,0.0,0.0,0.0,0.0,0.0,2008 Q2
Other Renewables,2008,3,0.0,18078093.540000003,0.0,0.0,0.0,0.0,0.0,2008 Q3
Other Renewables,2008,4,0.0,17345895.73,0.0,0.0,0.0,0.0,0.0,2008 Q4
Other Renewables,2009,1,0.0,16901771.720000003,0.0,0.0,0.0,0.0,0.0,2009 Q1
Other Renewables,2009,2,0.0,16685541.24,0.0,0.0,0.0,0.0,0.0,2009 Q2
Other Renewables,2009,3,0.0,18099847.009999998,0.0,0.0,0.0,0.0,0.0,2009 Q3
Other Renewables,2009,4,0.0,17814232.76,0.0,0.0,0.0,0.0,0.0,2009 Q4
Other Renewables,2010,1,0.0,17365152.41,0.0,0.0,0.0,0.0,0.0,2010 Q1
Other Renewables,2010,2,0.0,17494765.320000004,0.0,0.0,0.0,0.0,0.0,2010 Q2
Other Renewables,2010,3,0.0,18464020.060000002,0.0,0.0,0.0,0.0,0.0,2010 Q3
Other Renewables,2010,4,0.0,17984642.259999998,0.0,0.0,0.0,0.0,0.0,2010 Q4
Other Renewables,2011,1,0.0,17713481.69,0.0,0.0,0.0,0.0,0.0,2011 Q1
Other Renewables,2011,2,0.0,17290918.59,0.0,0.0,0.0,0.0,0.0,2011 Q2
Other Renewables,2011,3,0.0,18664594.04,0.0,0.0,0.0,0.0,0.0,2011 Q3
Other Renewables,2011,4,0.0,18317904.150000002,0.0,0.0,0.0,0.0,0.0,2011 Q4
Other Renewables,2012,1,0.0,17929444.6,0.0,0.0,0.0,0.0,0.0,2012 Q1
Other Renewables,2012,2,0.0,17400633.06,0.0,0.0,0.0,0.0,0.0,2012 Q2
Other Renewables,2012,3,0.0,18946922.18,0.0,0.0,0.0,0.0,0.0,2012 Q3
Other Renewables,2012,4,0.0,18898182.18,0.0,0.0,0.0,0.0,0.0,2012 Q4
Other Renewables,2013,1,0.0,18727191.89,0.0,0.0,0.0,0.0,0.0,2013 Q1
Other Renewables,2013,2,0.0,18416126.779999997,0.0,0.0,0.0,0.0,0.0,2013 Q2
Other Renewables,2013,3,0.0,19842732.490000002,0.0,0.0,0.0,0.0,0.0,2013 Q3
Other Renewables,2013,4,0.0,19646650.04,0.0,0.0,0.0,0.0,0.0,2013 Q4
Other Renewables,2014,1,0.0,19784534.37,0.0,0.0,0.0,0.0,0.0,2014 Q1
Other Renewables,2014,2,0.0,19565131.71,0.0,0.0,0.0,0.0,0.0,2014 Q2
Other Renewables,2014,3,0.0,20580226.650000002,0.0,0.0,0.0,0.0,0.0,2014 Q3
Other Renewables,2014,4,0.0,19931877.799999997,0.0,0.0,0.0,0.0,0.0,2014 Q4
Other Renewables,2015,1,0.0,19521810.44,0.0,0.0,0.0,0.0,0.0,2015 Q1
Other Renewables,2015,2,0.0,19351594.22,0.0,0.0,0.0,0.0,0.0,2015 Q2
Other Renewables,2015,3,0.0,20650090.810000002,0.0,0.0,0.0,0.0,0.0,2015 Q3
Other Renewables,2015,4,0.0,19989978.77,0.0,0.0,0.0,0.0,0.0,2015 Q4
Other Renewables,2016,1,0.0,19599002.470000003,0.0,0.0,0.0,0.0,0.0,2016 Q1
Other Renewables,2016,2,0.0,18871160.64,0.0,0.0,0.0,0.0,0.0,2016 Q2
Other Renewables,2016,3,0.0,20193989.75,0.0,0.0,0.0,0.0,0.0,2016 Q3
Other Renewables,2016,4,0.0,19869341.279999997,0.0,0.0,0.0,0.0,0.0,2016 Q4
Other Renewables,2017,1,0.0,19901616.03,0.0,0.0,0.0,0.0,0.0,2017 Q1
Other Renewables,2017,2,0.0,19341343.45,0.0,0.0,0.0,0.0,0.0,2017 Q2
Other Renewables,2017,3,0.0,20375956.56,0.0,0.0,0.0,0.0,0.0,2017 Q3
Other Renewables,2017,4,0.0,20049532.47,0.0,0.0,0.0,0.0,0.0,2017 Q4
Other Renewables,2018,1,0.0,20171131.840000004,0.0,0.0,0.0,0.0,0.0,2018 Q1
Other Renewables,2018,2,0.0,19362250.28,0.0,0.0,0.0,0.0,0.0,2018 Q2
Solar,2001,1,0.0,50566.0,0.0,0.0,0.0,0.0,0.0,2001 Q1
Solar,2001,2,0.0,210955.0,0.0,0.0,0.0,0.0,0.0,2001 Q2
Solar,2001,3,0.0,242096.0,0.0,0.0,0.0,0.0,0.0,2001 Q3
Solar,2001,4,0.0,39138.0,0.0,0.0,0.0,0.0,0.0,2001 Q4
Solar,2002,1,0.0,79282.0,0.0,0.0,0.0,0.0,0.0,2002 Q1
Solar,2002,2,0.0,199041.0,0.0,0.0,0.0,0.0,0.0,2002 Q2
Solar,2002,3,0.0,213070.0,0.0,0.0,0.0,0.0,0.0,2002 Q3
Solar,2002,4,0.0,63438.0,0.0,0.0,0.0,0.0,0.0,2002 Q4
Solar,2003,1,0.0,81074.37,0.0,0.0,0.0,0.0,0.0,2003 Q1
Solar,2003,2,0.0,218953.0,0.0,0.0,0.0,0.0,0.0,2003 Q2
Solar,2003,3,0.0,180256.0,0.0,0.0,0.0,0.0,0.0,2003 Q3
Solar,2003,4,0.0,53718.0,0.0,0.0,0.0,0.0,0.0,2003 Q4
Solar,2004,1,0.0,76400.75,0.0,0.0,0.0,0.0,0.0,2004 Q1
Solar,2004,2,0.0,226553.62,0.0,0.0,0.0,0.0,0.0,2004 Q2
Solar,2004,3,0.0,215580.22,0.0,0.0,0.0,0.0,0.0,2004 Q3
Solar,2004,4,0.0,56620.42,0.0,0.0,0.0,0.0,0.0,2004 Q4
Solar,2005,1,0.0,59906.17,0.0,0.0,0.0,0.0,0.0,2005 Q1
Solar,2005,2,0.0,227892.21000000002,0.0,0.0,0.0,0.0,0.0,2005 Q2
Solar,2005,3,0.0,209282.19,0.0,0.0,0.0,0.0,0.0,2005 Q3
Solar,2005,4,0.0,53213.770000000004,0.0,0.0,0.0,0.0,0.0,2005 Q4
Solar,2006,1,0.0,65871.98999999999,0.0,0.0,0.0,0.0,0.0,2006 Q1
Solar,2006,2,0.0,192511.51,0.0,0.0,0.0,0.0,0.0,2006 Q2
Solar,2006,3,0.0,198639.29,0.0,0.0,0.0,0.0,0.0,2006 Q3
Solar,2006,4,0.0,50683.22,0.0,0.0,0.0,0.0,0.0,2006 Q4
Solar,2007,1,0.0,80574.04999999999,0.0,0.0,0.0,0.0,0.0,2007 Q1
Solar,2007,2,0.0,223114.38,0.0,0.0,0.0,0.0,0.0,2007 Q2
Solar,2007,3,0.0,229168.60000000003,0.0,0.0,0.0,0.0,0.0,2007 Q3
Solar,2007,4,0.0,78935.98999999999,0.0,0.0,0.0,0.0,0.0,2007 Q4
Solar,2008,1,0.0,126730.54000000001,0.0,0.0,0.0,0.0,0.0,2008 Q1
Solar,2008,2,0.0,321048.59,0.0,0.0,0.0,0.0,0.0,2008 Q2
Solar,2008,3,0.0,308757.08999999997,0.0,0.0,0.0,0.0,0.0,2008 Q3
Solar,2008,4,0.0,107778.58,0.0,0.0,0.0,0.0,0.0,2008 Q4
Solar,2009,1,0.0,115740.81,0.0,0.0,0.0,0.0,0.0,2009 Q1
Solar,2009,2,0.0,313253.30000000005,0.0,0.0,0.0,0.0,0.0,2009 Q2
Solar,2009,3,0.0,332472.95999999996,0.0,0.0,0.0,0.0,0.0,2009 Q3
Solar,2009,4,0.0,129712.45999999999,0.0,0.0,0.0,0.0,0.0,2009 Q4
Solar,2010,1,0.0,118689.48,0.0,0.0,0.0,0.0,0.0,2010 Q1
Solar,2010,2,0.0,441504.30000000005,0.0,0.0,0.0,0.0,0.0,2010 Q2
Solar,2010,3,0.0,455355.4,0.0,0.0,0.0,0.0,0.0,2010 Q3
Solar,2010,4,0.0,196632.48000000004,0.0,0.0,0.0,0.0,0.0,2010 Q4
Solar,2011,1,0.0,247379.77000000002,0.0,0.0,0.0,0.0,0.0,2011 Q1
Solar,2011,2,0.0,577448.48,0.0,0.0,0.0,0.0,0.0,2011 Q2
Solar,2011,3,0.0,605984.14,0.0,0.0,0.0,0.0,0.0,2011 Q3
Solar,2011,4,0.0,386883.4,0.0,0.0,0.0,0.0,0.0,2011 Q4
Solar,2012,1,0.0,461491.72999999986,0.0,0.0,0.0,0.0,0.0,2012 Q1
Solar,2012,2,0.0,1304299.1400000001,0.0,0.0,0.0,0.0,0.0,2012 Q2
Solar,2012,3,0.0,1422954.55,0.0,0.0,0.0,0.0,0.0,2012 Q3
Solar,2012,4,0.0,1120027.6400000001,0.0,0.0,0.0,0.0,0.0,2012 Q4
Solar,2013,1,0.0,1361865.54,0.0,0.0,0.0,0.0,0.0,2013 Q1
Solar,2013,2,0.0,2290130.35,0.0,0.0,0.0,0.0,0.0,2013 Q2
Solar,2013,3,0.0,2721717.6800000006,0.0,0.0,0.0,0.0,0.0,2013 Q3
Solar,2013,4,0.0,2661906.95,0.0,0.0,0.0,0.0,0.0,2013 Q4
Solar,2014,1,0.0,5091480.79,0.0,0.0,0.0,0.0,0.0,2014 Q1
Solar,2014,2,0.0,8332216.209999999,0.0,0.0,0.0,0.0,0.0,2014 Q2
Solar,2014,3,0.0,8824695.049999999,0.0,0.0,0.0,0.0,0.0,2014 Q3
Solar,2014,4,0.0,6644781.520000001,0.0,0.0,0.0,0.0,0.0,2014 Q4
Solar,2015,1,0.0,7377930.24,0.0,0.0,0.0,0.0,0.0,2015 Q1
Solar,2015,2,0.0,11467357.309999999,0.0,0.0,0.0,0.0,0.0,2015 Q2
Solar,2015,3,0.0,11779227.32,0.0,0.0,0.0,0.0,0.0,2015 Q3
Solar,2015,4,0.0,8274850.55,0.0,0.0,0.0,0.0,0.0,2015 Q4
Solar,2016,1,0.0,9972423.079999998,0.0,0.0,0.0,0.0,0.0,2016 Q1
Solar,2016,2,0.0,15221929.600000001,0.0,0.0,0.0,0.0,0.0,2016 Q2
Solar,2016,3,0.0,17163262.54,0.0,0.0,0.0,0.0,0.0,2016 Q3
Solar,2016,4,0.0,12306929.89,0.0,0.0,0.0,0.0,0.0,2016 Q4
Solar,2017,1,0.0,13627415.869999997,0.0,0.0,0.0,0.0,0.0,2017 Q1
Solar,2017,2,0.0,23871870.06,0.0,0.0,0.0,0.0,0.0,2017 Q2
Solar,2017,3,0.0,23312119.15,0.0,0.0,0.0,0.0,0.0,2017 Q3
Solar,2017,4,0.0,15954262.49,0.0,0.0,0.0,0.0,0.0,2017 Q4
Solar,2018,1,0.0,18114610.53,0.0,0.0,0.0,0.0,0.0,2018 Q1
Solar,2018,2,0.0,29638459.589999996,0.0,0.0,0.0,0.0,0.0,2018 Q2
Wind,2001,1,0.0,1352612.0,0.0,0.0,0.0,0.0,0.0,2001 Q1
Wind,2001,2,0.0,1989359.0,0.0,0.0,0.0,0.0,0.0,2001 Q2
Wind,2001,3,0.0,1702427.0,0.0,0.0,0.0,0.0,0.0,2001 Q3
Wind,2001,4,0.0,1692934.0,0.0,0.0,0.0,0.0,0.0,2001 Q4
Wind,2002,1,0.0,2377435.0,0.0,0.0,0.0,0.0,0.0,2002 Q1
Wind,2002,2,0.0,3228372.0,0.0,0.0,0.0,0.0,0.0,2002 Q2
Wind,2002,3,0.0,2602975.0,0.0,0.0,0.0,0.0,0.0,2002 Q3
Wind,2002,4,0.0,2145497.0,0.0,0.0,0.0,0.0,0.0,2002 Q4
Wind,2003,1,0.0,2413819.0,0.0,0.0,0.0,0.0,0.0,2003 Q1
Wind,2003,2,0.0,3146296.0,0.0,0.0,0.0,0.0,0.0,2003 Q2
Wind,2003,3,0.0,2663881.0,0.0,0.0,0.0,0.0,0.0,2003 Q3
Wind,2003,4,0.0,2963477.0,0.0,0.0,0.0,0.0,0.0,2003 Q4
Wind,2004,1,0.0,3312238.1799999997,0.0,0.0,0.0,0.0,0.0,2004 Q1
Wind,2004,2,0.0,4393714.039999999,0.0,0.0,0.0,0.0,0.0,2004 Q2
Wind,2004,3,0.0,3304704.1500000004,0.0,0.0,0.0,0.0,0.0,2004 Q3
Wind,2004,4,0.0,3133084.38,0.0,0.0,0.0,0.0,0.0,2004 Q4
Wind,2005,1,0.0,3658675.93,0.0,0.0,0.0,0.0,0.0,2005 Q1
Wind,2005,2,0.0,5240857.620000001,0.0,0.0,0.0,0.0,0.0,2005 Q2
Wind,2005,3,0.0,4027320.33,0.0,0.0,0.0,0.0,0.0,2005 Q3
Wind,2005,4,0.0,4883695.23,0.0,0.0,0.0,0.0,0.0,2005 Q4
Wind,2006,1,0.0,6663223.550000001,0.0,0.0,0.0,0.0,0.0,2006 Q1
Wind,2006,2,0.0,6982210.53,0.0,0.0,0.0,0.0,0.0,2006 Q2
Wind,2006,3,0.0,5489394.909999999,0.0,0.0,0.0,0.0,0.0,2006 Q3
Wind,2006,4,0.0,7454308.080000001,0.0,0.0,0.0,0.0,0.0,2006 Q4
Wind,2007,1,0.0,8019199.950000001,0.0,0.0,0.0,0.0,0.0,2007 Q1
Wind,2007,2,0.0,8744460.26,0.0,0.0,0.0,0.0,0.0,2007 Q2
Wind,2007,3,0.0,7724458.700000001,0.0,0.0,0.0,0.0,0.0,2007 Q3
Wind,2007,4,0.0,9961808.62,0.0,0.0,0.0,0.0,0.0,2007 Q4
Wind,2008,1,0.0,12906954.09,0.0,0.0,0.0,0.0,0.0,2008 Q1
Wind,2008,2,0.0,15705942.370000001,0.0,0.0,0.0,0.0,0.0,2008 Q2
Wind,2008,3,0.0,10384258.629999999,0.0,0.0,0.0,0.0,0.0,2008 Q3
Wind,2008,4,0.0,16365945.16,0.0,0.0,0.0,0.0,0.0,2008 Q4
Wind,2009,1,0.0,18902062.61,0.0,0.0,0.0,0.0,0.0,2009 Q1
Wind,2009,2,0.0,19319079.11,0.0,0.0,0.0,0.0,0.0,2009 Q2
Wind,2009,3,0.0,15070122.830000002,0.0,0.0,0.0,0.0,0.0,2009 Q3
Wind,2009,4,0.0,20594867.340000004,0.0,0.0,0.0,0.0,0.0,2009 Q4
Wind,2010,1,0.0,20875271.389999997,0.0,0.0,0.0,0.0,0.0,2010 Q1
Wind,2010,2,0.0,26509856.200000003,0.0,0.0,0.0,0.0,0.0,2010 Q2
Wind,2010,3,0.0,20514117.6,0.0,0.0,0.0,0.0,0.0,2010 Q3
Wind,2010,4,0.0,26750724.1,0.0,0.0,0.0,0.0,0.0,2010 Q4
Wind,2011,1,0.0,29546702.749999996,0.0,0.0,0.0,0.0,0.0,2011 Q1
Wind,2011,2,0.0,35178886.739999995,0.0,0.0,0.0,0.0,0.0,2011 Q2
